Carimbo de data/hora,status de envio do email de onboarding,Qual é a sua idade? 🌐, Qual é o seu nível de escolaridade? 🎓,Em qual bairro/cidade você mora? 🏠 (por favor bote em caps lock para fins de padronização. Ex: FORTALEZA/PRAIA DE IRACEMA),"Como você se identifica em termos de raça/etnia? (por exemplo, preta, parda, branca, indígena, etc.) ✊🏽 ",Como você se identifica em termos de gênero? 🏳‍🌈,Como você se identifica em termos de orientação sexual? 💖,Você tem filhos?  👧👦 ,"Você sempre foi da área de T.I.? Se não, qual sua área original?  💻 ",Qual sua situação profissional? 💼,"Se, atualmente, você está profissionalmente ativa, poderia nos fornecer mais detalhes? 💼","Por favor, descreva um pouco sua jornada até aqui  ✍️ 🧳 ",Você programa/já programou em Python?  🐍 , Há quanto tempo você trabalha ou estuda na área de tecnologia? ⏳,"Se você não sabe programar em Python, você tem interesse em aprender? 🐍",Como você se considera seu nível na linguagem Python? 🐍,Você trabalhou com Python em qual segmento? 💻🐍,Com quais outras tecnologias você já trabalhou?  💻,Como você conheceu a comunidade PyLadies? 🌟,Você já participou de algum evento organizado pela PyLadies Fortaleza? 🌟,O que você espera da comunidade PyLadies? 🌟,Como você pode contribuir para a comunidade? 🌟,Qual dessas áreas mais te despertam interesse? 🔍,Qual tipo de evento você mais gosta de participar? 🤝,Você se sente confortável para ministrar palestras/cursos/etc? 🤝,Sobre quais assuntos você poderia ministrar palestras/cursos/etc? 🔍,O que poderia ter na comunidade para despertar seu interesse em interagir/participar mais? 🌟,Você gostaria de participar de um programa de mentoria na comunidade PyLadies Fortaleza? 🌟,"Você fez/faz parte de alguma outra comunidade? Se sim, qual? 🔍",Você tem experiência com organização de eventos?  🔍,"Além de tecnologia, quais outros interesses você cultiva?  🎨 ","Você aceita que a PyLadies Fortaleza colete, trate e armazene seus dados fornecidos neste formulário?",Data de aniversário dd/mm - para fins fofinhos da Squad de RH  🎂 ,Formato Data (Ignorar Ano),Você autoriza a postagem comemorativa de aniversário? 👤 ,"Qual é a sua profissão atual ou área de atuação? 💼 (Exemplo: Engenheira de Software, Cientista de Dados, Engenheira de Dados, QA, UX..)",Qual é a sua faixa de renda mensal? 💰,"Se sim, há quanto tempo programa/programou em Python? 🐍",Com que frequência você participa de eventos da PyLadies? 📅, Quais são os principais desafios que você enfrenta como mulher na área de tecnologia? 🚧,Que tipo de apoio ou recursos você gostaria de ver mais na comunidade? 🤲,Você prefere trabalhar em projetos individuais ou em equipe? Por quê? 👩‍💻,"Precisa da sua autorização para guardar suas informações do formulário! 📝 Usaremos só para entender melhor vocês e planejar eventos incríveis! ✨ Promessa: seus dados ficam seguros conosco, sem compartilhamento! 🤫
Você aceita? 👍","Nos próximos eventos, tiraremos muitas fotos incríveis! 📸  Queremos compartilhar a energia boa com todos! ✨ Usaremos algumas fotos com você em posts, convites e divulgação. 😉 Você autoriza a PyLadies Fortaleza a usar sua imagem? 👍",email_hash,nome_hash,contato_hash
2025-10-05 17:19:37,Enviado,Entre 18 e 24 anos,Graduação - cursando,FORTALEZA/MONDUBIM,Parda,Cisgênera,Heterossexual,Não,"Não, Administração",Estagiária,Só quero outro emprego se for na área de desenvolvimento de software,"Fiz curso no JD de CSS, HTML, Javascript e Java, depois estudei python por conta própria no youtube",Sim,menos de 1 ano,Sim,Júnior,Desenvolvimento Web,"CSS, HTML, Javascript e Java",Indicação de amiga(o),Não,ESPERO PARTICIPAR DE NOVAS OPORTUNIDADES E PODER COMPARTILHAR,POSSO COMPARTILHAR CONHECIMENTO,"Análise/Visualização de Dados, Big Data, Data Science, Desenvolvimento Web, Machine Learning, Segurança, Testes","Na verdade nunca fui a um, faltou essa opção acima, mas gostaria de participar, mas tenho medo de me sentir deslocada",Talvez,"Me falta conhecimento para ministrar, por enquanto, mas tenho interesse","Palestras online eu acho, assim eu conheceria aos poucos as pessoas e me sentiria mais confortável","Sim, como mentora e mentorada",Nunca,Sim,"🎮 (jogos, para quem curte videogames)",,18/10/2000,,Sim,Sou do financeiro do contas a pagar,Menos de 1 salário mínino ( < 1.412),menos de 1 ano,1 evento por ano,ACREDITO QUE ENCONTRAR UMA FORMA DE ENTRAR NESSA AREA TAO CONCORRIDA POR HOMENS,NAO SEI,"Tanto faz, sou boa em liderar e em ser liderada","Sim, autorizo!","Sim, autorizo!",58db7624ff0ac5a6b48ab3ece98f32fda62dabb742096a2dea5b75b28bf6c510,28fce45705f60202f4d892c493f298cfc769e3901968306a9bc94d14e0d9f225,e3eee016fde50c5974c2b36139b283277675fe59c8c76cbd932e5f3e755c3cc6
2025-01-21 11:18:30,Enviado,Entre 18 e 24 anos,Ensino Médio/Técnico (cursando ou concluído),FORTALEZA/AUTRAN NUNES ,Preta,Cisgênera,Prefiro não informar,Não,Ainda estou iniciando no mercado de trabalho ,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas","Ainda não sei um profissão certa para meu futuro, mas me interesso pela programação. Gostaria de ter mais conhecimento para vê se me encontro dentro da profissão .",Não,menos de 1 ano,Sim,Não sei definir,Nunca trabalhei ,Scract,Indicação de amiga(o),Não,DIRECIONAMENTO CONSELHOS E CONHECIMENTO,NAO SEI AO CERTO,"Análise/Visualização de Dados, Big Data, Data Science, Desenvolvimento Web, IoT, Jogos, Machine Learning, Segurança, Testes, Web scrapping","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais",Não,,Não sei,"Sim, como mentorada",Não ,Prefiro não informar,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), ⚽ (futebol, representando interesses esportivos), 🎶 (música, para interesses musicais), 🌍 (viagens, para interesses em explorar o mundo), 🎮 (jogos, para quem curte videogames)",,15/08/2006,,Não,Auxiliar administrativo ,Menos de 1 salário mínino ( < 1.412),Não se aplica,,NAO SEI AINDA INEXPERIENTE,NAO SEI,"Não faz muita diferença, mas equipe é mais desgastante ","Sim, autorizo!","Sim, autorizo!",5bcd17324d39602abefea9baa414981e185801b79dd91505782bc20529672559,0b980ee39c3e2d65855e554d78ec9386f9f17130c90114b6035cbee7ec2698ed,0684c7228a53bba51a89ea98fc246fac03d66e5644c445f7ceed9f59a3ab4050
2025-01-14 23:45:56,Enviado,Entre 18 e 24 anos,Graduação - cursando,MONTE CASTELO,Parda,Cisgênera,Heterossexual,Não,Sim,Bolsista de instituição acadêmica,"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas","Primeiro contato com a área já foi na graduação, não tinha bagagem anterior e venho tentando aprender o máximo de coisas possível",Sim,2 a 4 anos,Não se aplica,Júnior,Análise/Visualização de Dados,"HTML, CSS, C, Kotlin, SQL",Indicação de amiga(o),Não,INTEGRACAO DAS MULHERES DA AREA VISTO QUE SOMOS MINORIA NA AREA E IMPORTANTE MANTER A PROXIMIDADE E SUPORTE,NAO SEI DIZER,"Análise/Visualização de Dados, Desenvolvimento Web","Atividades lúdicas e recreativas, Workshops",Não,,,"Sim, como mentorada",Não,Sim,"⚽ (futebol, representando interesses esportivos), 🎶 (música, para interesses musicais), 🍳 (culinária, para quem gosta de cozinhar), 🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga), 🎮 (jogos, para quem curte videogames)",,04/06/2003,,Não,Analista de Requisitos,Menos de 1 salário mínino ( < 1.412),1 ano a 2 anos,1 evento por ano,,,"Em equipe, pois gosto de ter esse suporte, diferentes opiniões, visões e experiências para executar o projeto da melhor maneira possível","Sim, autorizo!","Sim, autorizo!",1947ed49b0535785b6e0f60b9049b2f18e96b1a28fb3cc4c2061c9e30a1f9127,e76fc59a35b6854748f2bbd872ca4e7cffa41998b49f144f3edbcda948f6431d,d7926cf028d279fffa6802d0cbdfa62e9846a71109dcb45662082ab6a1f38c3d
2025-08-01 12:49:01,Enviado,Entre 25 e 30 anos,Graduação - cursando,FORTALEZA/PRESIDENTE KENNEDY,Parda,Cisgênera,Lésbica,Não,Não. Eu estudava farmácia antes de mudar para ADS.,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas","Eu estudava farmácia, tranquei faltando pouquinho para concluir e comecei o curso de ADS agora. Sempre fui apaixonada por tecnologia, então acredito que essa seja minha área. Estou disposta a me empenhar a aprender tudo que for possível em 2025!",Não,menos de 1 ano,Sim,Não se aplica,Não se aplica,Ainda nenhuma. Estou entrando no segundo semestre agora.,Indicação de amiga(o),Não,UM COMUNIDADE FEMININA NA AREA DE TECNOLOGIA,ESTAREI DISPOSTA A AJUDAR NO QUE FOR PRECISO,"Análise/Visualização de Dados, Desenvolvimento Web, Jogos, Web scrapping","Atividades lúdicas e recreativas, Palestras",Não,,,"Sim, como mentorada",Não.,Não,"🎶 (música, para interesses musicais), 🍳 (culinária, para quem gosta de cozinhar), 🎮 (jogos, para quem curte videogames)",,12/09/1999,,Não,"Vendas ainda, ainda quero ingressar na área da tecnologia.",Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,Entre 1 a 3 eventos por ano,O MACHISMO,,Equipe. Devido a interação com outras pessoas.,"Sim, autorizo!","Sim, autorizo!",d6cee20a78cf3d7fbf72896c3376f1c3494d30a7f3457cd4b81e624173b13162,811368802cf40550079e2f3a4566c3bfaad6d7086dbdc32741dfc29d7097b58a,be0f3f173c8b87cdd3005865814ebabde8519da2844808c2dcafe66ef321b06a
2024-12-19 17:49:03,Enviado,Entre 31 e 40 anos,Graduação - cursando,FORTALEZA/ SÃO JOÃO DO TAUÁPE ,Preta,Cisgênera,Lésbica,Não,Não. Sou musicista ,Funcionária de empresa pública (concursada),Estou buscando ativamente novo emprego/estágio/etc.,"Ola! Me chamo Madelu Lopes Da Silva e sou natural de Fortaleza-ce. Estudo Análise e Desenvolvimento de Sistemas pela UniAteneu. Minha trajetória começa com o curso de suporte e manutenção de computadores pela Universidade do Trabalho Digital, onde aprendi sobre configuração de computadores, sua manutenção e seus componentes. Em meio a isso também estudei Front-end por meio do Descomplica em parceria com o Nubank. Com isso, meu entusiasmo só aumentou e resolvi cursar uma faculdade e me adentrar mesmo na tecnologia. 
Fiz parte de projetos na faculdade junto aos meus colegas e professor de visão computacional e linguagem Python e participei de uma comunidade de cybersegurança onde aprendemos sobre segurança da informação e buscamos resolver desafios reais da área para entender como proteger seus dados. 
E em meio a essa trajetória, vi a possibilidade de ajudar as pessoas a se comunicar de uma forma mais abrangente através da tecnologia, ou mesmo trabalhar em seus problemas reais e usar a tecnologia para deixar seu dia a dia mais prático usando ferramentas para ajuda-las de alguma forma, como por exemplo, criar um aplicativo que ajude as pessoas a realizar seus estudos do dia a dia.

",Sim,1 ano a 2 anos,Sim,Não sei definir,"Análise/Visualização de Dados, Data Science, Machine Learning","HTML, Css e Javascript ",Indicação de amiga(o),Não,NETWORKING TROCA DE CONHECIMENTOS AMIZADES OPORTUNIDADES DE TRABALHOS E CONTRIBUIR COM A COMUNIDADE COM AS HABILIDADES QUE POSSUO E O QUE EU PUDER AJUDAR,POSSO AJUDAR A ORGANIZAR EVENTOS CONTRIBUIR COM IDEIAS PARA PROJETOS RODA DE CONVERSAS IDEIAS ARTISTICAS PESQUISA PROJETOS ESTUDOS,"Análise/Visualização de Dados, Big Data, Data Science, Machine Learning, Segurança","Workshops, Tutoriais",Sim,"Gosto de informar a comunidade. Exemplo comunicar sobre como evitar golpes, crimes virtuais, proteção de dados, ferramentas tecnologias para educação ou produtividade do dia a dia.","Estudos ou pesquisa de planejamento de carreira, elaboração de currículo e etc.","Sim, como mentorada",Não ,Sim,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais), 🌍 (viagens, para interesses em explorar o mundo), 🎮 (jogos, para quem curte videogames)",,06/11,,Sim,"Análise e desenvolvimento de software ( faculdade), Ciência de dados ( foco na atuação)",Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),1 ano a 2 anos,Entre 1 a 3 eventos por ano,COMPETITIVIDADE FALTA DE REPRESENTATIVIDADE EM ALGUNS MOMENTOS E MACHISMO,GRUPO DE ESTUDOS,Equipe. Gosto de trocar conhecimentos e aprender com os mais experientes.,"Sim, autorizo!","Sim, autorizo!",7edf9217333d8e5697576e987fa787d5f430122eb481073a7dcb7e5438c563ba,d2648f5a41a514888c04d721aa8c54a1f7fae511c3822a6bc597566dbb741785,226344f22588e7ebc9d74b0dd87f66073eba6e749fc29046deb28dd42e6561ca
2025-07-04 21:22:59,Enviado,Entre 18 e 24 anos,Graduação - incompleto,FORTALEZA/CENTRO,Branca,Transgênera,Prefiro não informar,Não,"Sim, sempre fui da área de T.I.",Bolsista de instituição acadêmica,"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas","Sou estudante do curso de Sistemas e Mídias Digitais na UFC e já estudei um pouco de diversas áreas da TI, utilizando tanto python como outras tecnologias, indo desde web a jogos e um pouco de embarcados. Atualmente não trabalho com python especificamente, mas sigo estudando por conta própria.",Sim,Mais de 4 anos,Não se aplica,Não sei definir,"Desenvolvimento Web, Jogos, Automação (Protótipo de Assistente de Voz)","Java + Spring, Javascript + React, C# + Asp.Net, PostgreSQL, Arduino, GameMaker e Godot","Redes Sociais (Instagram, Facebook e etc), Evento","Sim, como participante",ESPERO APRENDER BASTANTE SOBRE TECNOLOGIA EM UM ESPACO ACOLHEDOR E COM PESSOAS DA AREA LEGAIS E INTERESSADAS NO ASSUNTO,AJUDANDO PESSOAS A INGRESSAREM NA AREA DE TI COM APOIO A QUEM TEM DIFICULDADES NO ASSUNTO E PIADOCAS,"IoT, Jogos, Machine Learning, Segurança, Web scrapping","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais",Talvez,,"Mostrar mais tecnologias e conteúdos mais diversos e variados, expandindo os conhecimentos","Sim, como mentora e mentorada",Não,Não,"🎶 (música, para interesses musicais), 🎮 (jogos, para quem curte videogames)",,08/03,,Não,Desenvolvedora Web Full-Stack,Menos de 1 salário mínino ( < 1.412),2 a 4 anos,,RECEIO DE SOFRER PRECONCEITO NO ESPACO DE TRABALHO E FALTA DE CONFORTO POR SER MULHER TRANS,,"Prefiro trabalhos em equipe, por ser possível dividir tarefas, evitar sobrecargas e aproveitar interação com os outros membros","Sim, autorizo!","Não, obrigada!",6445de92188eb0953baef367ef90b6dd3de10d216ebf15d6b876cbd8caebc54c,ed50d5d3435256a76c6feb5c2cc4530be1293295dbd1ffe038f2f63141414221,f4ebd29b5197cf0dfaecd2a2fbb53d4d4598254d61de37c7f2a7f76a1a6a8cdd
2024-12-19 19:25:39,Enviado,Entre 18 e 24 anos,Graduação - cursando,Serra de Guaramiranga,Branca,Cisgênera,Assexual,Sim e compartilho a responsabilidade sobre eles com outras pessoas,"Não, Estética. ",Não trabalho e estou buscando um emprego/estágio,Não se aplica,"Estou no meu primeiro semestre da faculdade, tenho gostado e me interessado bastante pela área, e o grupo por ser somente de mulheres me encoraja para que eu siga firme. ",Não,menos de 1 ano,Sim,Não se aplica,Não se aplica,,Indicação de amiga(o),Não,ESPERO QUE SEJA UM AMBIENTE COLABORATIVO ONDE O CONHECIMENTO E PARTILHADO A INOVACAO E INCENTIVADA E QUE TODAS TENHAMOS ESPACO PARA APRENDER E CRESCER PROFISSIONALMENTE,COMPARTILHAR CONHECIMENTO PARTICIPACAO AJUDAR NA ORGANIZACAO,"Análise/Visualização de Dados, Desenvolvimento Web, Testes","Atividades lúdicas e recreativas, Workshops, Palestras",Não,,,Não,Não ,Sim,"⚽ (futebol, representando interesses esportivos), 🍳 (culinária, para quem gosta de cozinhar)",,12/08,,Sim,Estudante de Análise desenvolvimento de sistemas ,Menos de 1 salário mínino ( < 1.412),Não se aplica,1 evento por ano,AINDA NAO SEI MUITO POR SER INICIANTE MAIS VEJO QUE A DESIGUALDADE DE GENERO POR ACHAREM QUE NAO CONSEGUIMOS FAZER TAL COISA OU POR SER UMA AREA ALTAMENTE MACHISTA,,Em equipe. ,"Sim, autorizo!","Sim, autorizo!",d24ebc56b3fc5d4275f2bf991443a5dee8564dc8d142864f1581102800810540,08a01ed856b60f61548866246ad8f3287918a5c982f49976b43b4c18ba80325c,bc8ce8c5106058a8d4e08d7765b4e0be0d6a2869d92c5f45743be84b5c6a8de8
2025-01-29 19:49:15,Enviado,Entre 25 e 30 anos,Graduação - cursando,FORTALEZA/JARDIM AMERICA,Branca,Cisgênera,Bissexual,Não,Estou em eng de software e logística,Funcionária de empresa privada (CLT/PJ),Estou buscando ativamente novo emprego/estágio/etc.,"Estou tentando me realocar no mercado de TI, eu saí e não gostei muito.",Sim,Mais de 4 anos,Sim,Júnior,"Análise/Visualização de Dados, Data Science, Machine Learning, Web scrapping",,"Redes Sociais (Instagram, Facebook e etc), Indicação de amiga(o)",Não,SORORIDADE,AJUDANDO NO QUE PUDER,"Análise/Visualização de Dados, Big Data, Data Science","Atividades lúdicas e recreativas, Workshops",Não,Qualidade de Software,,"Sim, como mentorada",Não ,Sim,"🎨 (arte, representando interesses criativos), 🎶 (música, para interesses musicais), 🍳 (culinária, para quem gosta de cozinhar), 🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga), 🎮 (jogos, para quem curte videogames)",,11/08,,Não,Assistente de Inteligência Comercial ,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),2 a 4 anos,,,,"Em equipe, é mais divertido","Sim, autorizo!","Sim, autorizo!",62c43f867a62b6fad398b671a47b1a2e190c6ce4781710adfd0b4b707848be6b,6c1a9e9b74d2e23356ef6f7cad3fa2ffbfda1d42241a5a44f98129286a48829d,2015b5619801bd89e6ece18e5b7cba2ee65f31ef6ebcb5bd823ca860b6066759
2025-01-22 13:27:45,Enviado,Entre 25 e 30 anos,Graduação - cursando,messejana,Parda,Cisgênera,Bissexual,Não,sim,Não trabalho e estou buscando um emprego/estágio,Estou buscando ativamente novo emprego/estágio/etc.,,Sim,Mais de 4 anos,Sim,Júnior,Não se aplica,,Indicação de amiga(o),"Sim, como participante",COMUNICACAO E AJUDA MUTUA,,"Data Science, Testes",Atividades lúdicas e recreativas,Não,,,Talvez,Não,Não,"📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais), 🎮 (jogos, para quem curte videogames)",,28/12/1999,,Não,,Menos de 1 salário mínino ( < 1.412),menos de 1 ano,1 evento por ano,TIMIDEZ,,Individual. Sou tímida.,"Sim, autorizo!","Sim, autorizo!",6aa0c507e62991d0351f75c7edf9c2a7114acbe75ea39323c8b2d9abc96a4798,ee4c397ad3cb442025183fd38e22ad3885b4522dd39c0b824eba985075a76876,defdb62ed40a176750b0f0dd01dbd0807e63c5b135b6d7d43424feff3972c0af
2025-08-01 15:46:48,Enviado,Entre 31 e 40 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - incompleto,Fortaleza/Montese,Branca,Cisgênera,Heterossexual,Não,Sempre de TI,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",Iniciei com analista de teste manuais e hoje trabalho com automação de testes usando cypres e js. Quando necessário trabalho com requisitos também.,Não,Mais de 4 anos,Talvez,Não se aplica,Não se aplica,C# e Js,Indicação de amiga(o),Não,REDE DE APOIO APRENDIZADOS E CONEXOES,PARTICIPANDO DOS EVENTOS,"Machine Learning, Segurança, Testes","Atividades lúdicas e recreativas, Workshops, Palestras","Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa",Testes de Software,Gosto muito do apoio a outras mulheres que temos no grupo do wattzap!Acho poderoso e importante!,"Sim, como mentora","Sim, GDG Fortaleza",Sim,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), 🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga), 🎮 (jogos, para quem curte videogames)",,05/11/1988,,Sim,Analista de testes,Entre 3 salários míninos a 7 salários míninos ( >= 4.236 e < 9.884 ),Não se aplica,,MACHISMO,UMA COMUNIDADE ATIVA QUE CONVERSA E SE APOIA,"Em equipe, equipe o resultado é sempre melhor!","Sim, autorizo!","Sim, autorizo!",18260cfe8122acdf33714da34df05abc8f9297c2a06eb3d65825affda12af447,2d7cc6258f7d58ccf00ca01a41cbbc681a1895a7010595fa882cd217c2204a60,da9924bbaa0109ca5bcab3f6e95475b429a573fb4f95f2c86547699770f42b58
2025-01-25 22:18:22,Enviado,Entre 25 e 30 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - concluído,MARACANAU/NOVO MARACANAU,Parda,Cisgênera,Bissexual,Não,"Não, sou da área financeira, porém sempre gostei muito da área de T.I, e vai fazer um ano que iniciei nesse mundo louco da área de análise de dados.",Funcionária de empresa privada (CLT/PJ),Estou buscando ativamente novo emprego/estágio/etc.,,Não,menos de 1 ano,Sim,Não sei definir,"Análise/Visualização de Dados, Testes","SQL, ETL, POWER BI","Redes Sociais (Instagram, Facebook e etc), Indicação de amiga(o)",Não,ESPERO UMA COMUNIDADE ONDE EU POSSA APRENDER MUITO E COM O TEMPO TAMBEM ENSINAR GOSTO MUITO DE VER EXEMPLOS DE MULHERES NA AREA DE TECNOLOGIA E SINTO IMENSO ORGULHO POR TER INICIADO NESSA AREA,COM O TEMPO EU QUERO PODER ENSINAR MUITO ACREDITO QUE ASSIM PODEMOS APRENDER BEM MAIS,"Análise/Visualização de Dados, Big Data, Data Science","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais",Talvez,,Muitos eventos 😶‍🌫️,"Sim, como mentora e mentorada",Não ,Não,"📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais), 🍳 (culinária, para quem gosta de cozinhar), 🌍 (viagens, para interesses em explorar o mundo)",,25/10,,Sim,Analista Financeiro ,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,,A FALTA DE CREDIBILIDADE POR SER NOVA NA AREA E MUITAS VEZES POR SER MULHER,,,"Sim, autorizo!","Sim, autorizo!",1f02dc5b57a342827b30c1708d073f77ce280c68d96b583b288daeb6bd76a949,e241ed3bb0637683b03a050c98773558ee9f0b82ac48a5a049cf8465c0393c24,0d7f3af2403863e706c6b3bcca9e1e5e2ab653078051c00f1b3a32607bdec5b9
2025-01-20 12:30:42,Enviado,Entre 31 e 40 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - cursando,FORTALEZA/ QUINTINO CUNHA ,Branca,Cisgênera,Prefiro não informar,Não,Administrativo ,Funcionária de empresa privada (CLT/PJ),Estou buscando ativamente novo emprego/estágio/etc.,,Não,Mais de 4 anos,Sim,Não se aplica,Não se aplica,Aprendendo SQL,"Redes Sociais (Instagram, Facebook e etc)",Não,ORIENTACAO E DICAS DE COMO EVOLUIR CONHECIMENTO NA UTILIZACAO DA LINGUAGEM PYTHON,INICIALMENTE VOU APRENDER E BSERVAR EM COMO PODEREI CONTRIBUIR COM AS HABILIDADES QUE JA POSSUO,"Análise/Visualização de Dados, Big Data, Data Science","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais",Talvez,"Scrum, Kanban, Gestão de projetos tradicionais ",,"Sim, como mentorada","Open room, PMI CE, agilistas em ação ",Sim,"🎶 (música, para interesses musicais), 🌍 (viagens, para interesses em explorar o mundo)",,09/jul,,Sim,Scrum Master,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,,SALARIOS MENORES QUE OS DOS HOMENS PARA AS MESMAS FUNCOES,,Dependendo do porte do projeto é  impraticável executar sozinho. Me adapto a cada circunstância ,"Sim, autorizo!","Sim, autorizo!",c6357571f13f6ecb1e3cc2667a99cfec4c0a83bfa7c154305e26bad61dcdcbe7,9af418c40b4206fae47590f78a33fb363d98d3d5c711ff3d284c328cf2a3c174,a489dd44139c18e4491e6b8de04c2169fdd8029baa2e4dc36bc800a3ecd83ef1
2024-12-26 07:31:38,Enviado,Entre 31 e 40 anos,Graduação - cursando,FORTALEZA/MONDUBIM ,Parda,Cisgênera,Heterossexual,Não,ADM ,Estagiária,Estou buscando ativamente novo emprego/estágio/etc.,"Minha jornada é complicada de descrever tive muitos autos e baixos, no início fiquei empolgada mas na sala de aula vi muita gente mais nova e desanimei com o fato da idade depois a falta de conhecimento na área, quando consegui um estágio na área de suporte achei que melhoraria mas não consegui focar terminei entrando no suporte e estou querendo área de programação mas a quantidade de coisas que precisa saber para iniciar muitas vezes me deixa desanimada esses últimos meses tenho pensado na área de dados que possa ser que me encaixe mais, ainda não sei direito.",Sim,Mais de 4 anos,Sim,Não sei definir,Não se aplica,Swift ,"Redes Sociais (Instagram, Facebook e etc)","Sim, como organizadora, Ajudei a organizar 1 evento ",UMA REDE DE APOIO PARA CONSEGUIR MEU PRIMEIRO EMPREGO,ESTOU MEIO PARADA PQ ESTOU TRABALHANDO MUITO,"Análise/Visualização de Dados, Desenvolvimento Web","Workshops, Tutoriais",Não,,,"Sim, como mentorada",Não ,Não,"📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais)",Sim,25/05,,Sim,Ainda não sei,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),1 ano a 2 anos,1 evento por ano,EM MINHA CASA NAO TENHO ESPACO PARA ESTUDAR,,,"Sim, autorizo!","Sim, autorizo!",fd8204262287de03fcaa040e93463c4ba4124723c3d3e7be192d0553b06d9543,54e6cac0e4198410a6cf4cb4c08293c2e1dff43f6011a83cbe4a82ee8b2acd1d,7cac94610a25e605d8c23cc89bcbee63407df21d3dd6572127bb3447d6031699
2025-03-24 23:19:22,Enviado,Entre 25 e 30 anos,Graduação - incompleto,FORTALEZA/MEIRELES ,Branca,Cisgênera,Heterossexual,Não,Veterinária,Freelancer,Estou buscando ativamente novo emprego/estágio/etc.,"Iniciei na programação em fevereiro de 2024 onde fui autodidata por 5 meses, depois consegui o cargo de monitora do curso de Desenvolvimento Web Fullstack, dei aulas particulares e depois me tornei professora da mesma instituição, hoje também faço alguns freelancers. ",Não,1 ano a 2 anos,Sim,Não se aplica,Não se aplica,"JavaScript, React, PHP, Node, SQL","Redes Sociais (Instagram, Facebook e etc)",Não,,,"Data Science, Desenvolvimento Web, IoT",Palestras,Sim,,,Talvez,Frontend-ce,Sim,"📚 (livros, representando interesses em leitura), ⚽ (futebol, representando interesses esportivos), 🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga)",,23/04,,Sim,Desenvolvedora Fullstack ,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,1 evento por ano,CREDIBILIDADE,DIVULGACAO,"Em equipe, pois a experiência do conjunto pode tornar os objetivos mais fáceis de serem alcançados ","Sim, autorizo!","Sim, autorizo!",632cd22f23941d51037a42917cbe3d568886518ac5c22533fc347c33488e4c89,8637ee0f6f9b5731d7c19a3c92ebe1334a391b451d59d0c42d94c4852b0ba5f2,1d70459d97b13d1d076fd35a336bc96569c9f405f42949a5d7b6726ae0c4ae98
